question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q83,Number of directors against whom disciplinary action was taken by any law enforcement agency for the charges of bribery/corruption,Remarks For Assurance Of Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption,51.8548,Remarks For Assurance Of Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption,51.8548,Assurance Sub Type For Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption,51.4734,Whether Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption Is Assured By Assurer,50.6479,Ambiguous,Remarks For Assurance Of Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption
Q84,Number of complaints received in relation to issues of conflict of interest of the directors/KMPs,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The KMPs,49.8668,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The KMPs,49.8668,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The KMPs - Previous Year,47.1245,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The Directors,43.8516,High Confidence,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The KMPs
Q85,Percentage of independent directors in nomination and remuneration committee,Median Of Remuneration Or Salary Or Wages Of Board Of Directors - Male Member,17.9563,Median Of Remuneration Or Salary Or Wages Of Board Of Directors - Female Member,17.9563,Median Of Remuneration Or Salary Or Wages Of Board Of Directors - Male Member,17.9563,Number Of Board Of Directors For Remuneration Or Salary Or Wages - Male Member,17.6,Ambiguous,Median Of Remuneration Or Salary Or Wages Of Board Of Directors - Male Member
Q86,Percentage of independent directors in audit committee,Percentage Of Persons In Respective Category Covered By The Awareness Programmes - Board Of Directors Segment Member,10.6888,Percentage Of Female Board Of Directors,12.6665,Number Of Days Of Accounts Payable,11.6313,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,11.5077,Low Confidence,Percentage Of Persons In Respective Category Covered By The Awareness Programmes - Board Of Directors Segment Member
Q87,Number of independent directors in risk management committee,Total Number Of Key Management Personnel,12.0222,Total Number Of Board Of Directors,12.8791,Number Of Female Board Of Directors,12.8791,Total Number Of Key Management Personnel,12.0222,Low Confidence,Total Number Of Key Management Personnel
Q88,Number of independent directors in CSR committee,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The Directors,11.7545,Number Of Female Board Of Directors,12.8791,Total Number Of Board Of Directors,12.8791,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The Directors,11.7545,Low Confidence,Number Of Complaints Received In Relation To Issues Of Conflict Of Interest Of The Directors
Q89,Percentage of subject matter experts appointed in the Audit Committee,Particulate Matter,13.1565,Particulate Matter,13.1565,Cost Of Goods Or Services Procured During The Year,12.6878,Particulate Matter - Previous Year,11.9241,Low Confidence,Particulate Matter
Q90,Ratio of remuneration of MD/CEO to median remuneration of employees,Remarks For Assurance Of Details Of Median Of Remuneration Or Salary Or Wages And Wages Paid To Female,19.4455,Remarks For Assurance Of Details Of Median Of Remuneration Or Salary Or Wages And Wages Paid To Female,19.4455,Assurance Sub Type For Details Of Median Of Remuneration Or Salary Or Wages And Wages Paid To Female,19.0701,Median Of Remuneration Or Salary Or Wages Of Employees Other Than Bod And KMP - Female Member,18.8342,Ambiguous,Remarks For Assurance Of Details Of Median Of Remuneration Or Salary Or Wages And Wages Paid To Female
Q91,Percentage of non audit fees as compared to total audit fees,Safe And Responsible Usage As APercentage To Total Turnover,13.417,Safe And Responsible Usage As APercentage To Total Turnover,13.417,Recycling And Or Safe Disposal As APercentage To Total Turnover,13.0064,Environmental And Social Parameters Relevant To The Product As APercentage To Total Turnover,12.7663,Low Confidence,Safe And Responsible Usage As APercentage To Total Turnover
Q92,Number of whistle blower complaints filed in the current year,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,18.4837,Number Of Complaints Filed During The Year - Health Safety Complaints Member,18.4837,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,18.4837,Number Of Complaints Filed During The Year - Wages Member,18.2614,Ambiguous,Number Of Complaints Filed During The Year - Working Conditions Complaints Member
Q93,Number of pending consumer compliant on unfair trade practices,Consumer Complaints Pending Resolution At End Of Year - Unfair Trade Practices Member,31.9825,Consumer Complaints Pending Resolution At End Of Year - Unfair Trade Practices Member,31.9825,Consumer Complaints Pending Resolution At End Of Year - Unfair Trade Practices Member - Previous Year,29.9423,Remark For Consumer Complaints - Unfair Trade Practices Member,28.9813,High Confidence,Consumer Complaints Pending Resolution At End Of Year - Unfair Trade Practices Member
Q94,Number of employees against whom disciplinary action was taken by any law enforcement agency for the charges of bribery/corruption,Assurance Sub Type For Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption,49.3485,Remarks For Assurance Of Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption,49.7299,Assurance Sub Type For Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption,49.3485,Whether Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption Is Assured By Assurer,48.5653,Ambiguous,Assurance Sub Type For Number Of Directors Or KMPs Or Employees Or Workers Against Whom Disciplinary Action Was Taken By Any Law Enforcement Agency For The Charges Of Bribery Or Corruption
Q95,Number of workers against whom disciplinary action was taken by any law enforcement agency for the charges of bribery/corruption,Number Of Workers Against Whom Disciplinary Action Was Taken,41.0761,Number Of Workers Against Whom Disciplinary Action Was Taken,41.0761,Number Of Directors Against Whom Disciplinary Action Was Taken,38.3598,Number Of Workers Against Whom Disciplinary Action Was Taken - Previous Year,38.1785,High Confidence,Number Of Workers Against Whom Disciplinary Action Was Taken
Q96,What is the share of RPTs (as respective %age) in purchases,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions - Previous Year,14.0331,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions,14.733,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions - Previous Year,14.0331,Percentage Of Purchases From Trading Houses In Total Purchases For Concentration Of Purchases,13.6445,Ambiguous,Percentage Of Purchases From Related Parties In Total Purchases For Share Of Related Party Transactions - Previous Year
Q97,What is the share of RPTs (as respective %age) in sales,Percentage Of Sales To Related Parties In Total Sales For Share Of Related Party Transactions,14.9543,Percentage Of Sales To Related Parties In Total Sales For Share Of Related Party Transactions,14.9543,Percentage Of Sales To Related Parties In Total Sales For Share Of Related Party Transactions - Previous Year,14.2449,Details Of Product Information On The Product Over And Above What Is Mandated As Per Local Laws Explanatory Text Block,13.4925,Ambiguous,Percentage Of Sales To Related Parties In Total Sales For Share Of Related Party Transactions
Q98,What is the share of RPTs (as respective %age) in loans and advances,Percentage Of Loans And Advances Given To Related Parties In Total Loans And Advances,23.6224,Percentage Of Loans And Advances Given To Related Parties In Total Loans And Advances,23.6224,Percentage Of Loans And Advances Given To Related Parties In Total Loans And Advances - Previous Year,22.5415,Amount Of Total Loans And Advances,21.2514,High Confidence,Percentage Of Loans And Advances Given To Related Parties In Total Loans And Advances
Q99,What is the share of RPTs (as respective %age) in investments,Number Of Employees Covered As Percentage Of Total Employees - Provident Fund Member,13.8572,Percentage Of Investments In Related Parties In Total Investments,15.0191,Percentage Of Investments In Related Parties In Total Investments - Previous Year,14.2464,Number Of Employees Covered As Percentage Of Total Employees - Provident Fund Member,13.8572,Ambiguous,Number Of Employees Covered As Percentage Of Total Employees - Provident Fund Member
Q100,Are there any initiatives towards reduction in GHG emissions,Total Scope2 Emissions,18.5143,Total Scope2 Emissions,18.5143,Total Scope1 And Scope2 Emissions Intensity The Relevant Metric May Be Selected By The Entity,18.3254,Total Scope1 And Scope2 Emissions Intensity The Relevant Metric May Be Selected By The Entity - Previous Year,17.4074,Ambiguous,Total Scope2 Emissions
Q101,What are the VOC/POP/HAP emissions for the current year (Unit: Metric Tonne),Water Intensity The Relevant Metric May Be Selected By The Entity,13.5643,Total Scope3 Emission Intensity The Relevant Metric May Be Selected By The Entity,16.7629,Total Scope1 And Scope2 Emissions Intensity The Relevant Metric May Be Selected By The Entity,15.3328,Water Intensity The Relevant Metric May Be Selected By The Entity,13.5643,High Confidence,Water Intensity The Relevant Metric May Be Selected By The Entity
Q102,"What are the initiatives taken to reduce the NOx, SOx, PM, VOC, HAP and POP air emissions",NOx - Previous Year,22.9793,NOx,25.3542,SOx,24.8055,NOx - Previous Year,22.9793,Ambiguous,NOx - Previous Year
Q103,Does the company have facilities/operations in water stress regions,Remarks For Assurance Of Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,23.385,Remarks For Assurance Of Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,23.385,Assurance Sub Type For Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,22.7385,Whether Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres Is Assured By Assurer,22.1375,Ambiguous,Remarks For Assurance Of Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres
Q104,Has the entity implemented mechanism for Zero Liquid Discharge,Has The Entity Implemented AMechanism For Zero Liquid Discharge,42.7792,Has The Entity Implemented AMechanism For Zero Liquid Discharge,42.7792,Assurance Sub Type For The Entity Implemented AMechanism For Zero Liquid Discharge,35.045,Remarks For Assurance Of The Entity Implemented AMechanism For Zero Liquid Discharge,35.045,High Confidence,Has The Entity Implemented AMechanism For Zero Liquid Discharge
Q105,Does the company monitor Chemical Oxygen Demand during water discharge,Name Of Other Emissions - Other Air Emissions Domain8,13.459,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,16.3282,Remarks For Assurance Of Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,16.2496,Assurance Sub Type For Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,15.6031,Low Confidence,Name Of Other Emissions - Other Air Emissions Domain8
Q106,Third party verification of water data,Water Withdrawal By Third Party Water,21.6985,Water Withdrawal By Third Party Water,21.6985,Water Withdrawal By Third Party Water - Previous Year,20.1031,Water Discharge By Sent To Third Parties,18.653,High Confidence,Water Withdrawal By Third Party Water
Q107,What are the goals/targets/commitments towards Energy consumption,Total Electricity Consumption From Renewable Sources,23.1931,Total Electricity Consumption From Renewable Sources,23.1931,Total Fuel Consumption From Renewable Sources,23.1931,Total Electricity Consumption From Non Renewable Sources,22.2407,Ambiguous,Total Electricity Consumption From Renewable Sources
Q108,"Does the entity have any sites/facilities identified as designated consumers under the Performance, Achieve and Tade Scheme of the Government of India? (Y/N) If yes, disclose whether targets set under the PAT scheme have been achieved in case targets have not been achieved, provide the remedial action taken, if any",Disclose Whether Targets Set Under The Pat Scheme Have Been Achieved In Case Targets Have Not Been Achieved Then Provide The Remedial Action Taken Explanatory Text Block,74.9652,Disclose Whether Targets Set Under The Pat Scheme Have Been Achieved In Case Targets Have Not Been Achieved Then Provide The Remedial Action Taken Explanatory Text Block,74.9652,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,66.1741,Assurer Has Assured Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,61.5209,High Confidence,Disclose Whether Targets Set Under The Pat Scheme Have Been Achieved In Case Targets Have Not Been Achieved Then Provide The Remedial Action Taken Explanatory Text Block
Q109,Is there a disclosure regarding the energy management system? ISO 50001 Certification,Disclosure Web Link Of Entity At Which Business Continuity And Disaster Management Plan Is Placed,20.4687,Disclosure Web Link Of Entity At Which Business Continuity And Disaster Management Plan Is Placed,20.4687,Whether Health And Safety Management System Is Assured By Assurer,18.1693,Total Electricity Consumption From Renewable Sources,16.9424,High Confidence,Disclosure Web Link Of Entity At Which Business Continuity And Disaster Management Plan Is Placed
Q110,Waste management practices and strategies to reduce usage of hazardous and toxic chemicals from the products and processes,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block,46.8397,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block,46.8397,Remarks For Assurance Of Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals,46.1805,Assurance Sub Type For Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals,45.7963,Ambiguous,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block
Q111,"What are the processes to safely reclaim the products for reusing, recycling and disposing at the end of life for, (a) Plastics (including packaging) (b)e-waste (c) hazardous waste and (d) other waste?",Remarks For Assurance Of Describe The Processes In Place To Safely Reclaim Your Products For Reusing Recycling And Disposing At The End Of Life For Plastics Including Packaging EWaste Hazardous Waste And Other Waste,62.4718,Remarks For Assurance Of Describe The Processes In Place To Safely Reclaim Your Products For Reusing Recycling And Disposing At The End Of Life For Plastics Including Packaging EWaste Hazardous Waste And Other Waste,62.4718,Assurance Sub Type For Describe The Processes In Place To Safely Reclaim Your Products For Reusing Recycling And Disposing At The End Of Life For Plastics Including Packaging EWaste Hazardous Waste And Other Waste,61.9111,Whether Describe The Processes In Place To Safely Reclaim Your Products For Reusing Recycling And Disposing At The End Of Life For Plastics Including Packaging EWaste Hazardous Waste And Other Waste Is Assured By Assurer,60.4675,Ambiguous,Remarks For Assurance Of Describe The Processes In Place To Safely Reclaim Your Products For Reusing Recycling And Disposing At The End Of Life For Plastics Including Packaging EWaste Hazardous Waste And Other Waste
Q112,"Whether Extended Producer Responsibility (EPR) is applicable to entity’s activities (Y/N). If yes, whether the waste collection plan is in line with the Extended Producer Responsibility plan submitteed to Pollution Control Boards",Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards,66.4949,Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards,66.4949,Assurer Has Assured Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,57.6329,Assurance Sub Type For Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,56.6387,High Confidence,Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards
Q113,Third party verification of waste data,Waste Recovered Through Recycled - Previous Year,21.3328,Waste Recovered Through Recycled,23.3311,Amount Of Recycled - Hazardous Waste Member,22.1968,Waste Recovered Through Recycled - Previous Year,21.3328,High Confidence,Waste Recovered Through Recycled - Previous Year
Q114,Is there presence of offices/manufacturing facilities in ecologically sensitive areas,Whether Details Of Operations Or Offices In Or Around Ecologically Sensitive Areas Where Environmental Approvals Or Clearances Are Required Is Assured By Assurer,22.0629,Whether Details Of Operations Or Offices In Or Around Ecologically Sensitive Areas Where Environmental Approvals Or Clearances Are Required Is Assured By Assurer,22.0629,Remarks For Assurance Of Details Of Operations Or Offices In Or Around Ecologically Sensitive Areas Where Environmental Approvals Or Clearances Are Required,20.6427,Assurance Sub Type For Details Of Operations Or Offices In Or Around Ecologically Sensitive Areas Where Environmental Approvals Or Clearances Are Required,20.0153,High Confidence,Whether Details Of Operations Or Offices In Or Around Ecologically Sensitive Areas Where Environmental Approvals Or Clearances Are Required Is Assured By Assurer
Q115,Provide details of significant direct and indirect impact of the entity on biodiversity in ecological sensitive areas along with prevention and remediation activities,Details Of Significant Direct And Indirect Impact Of The Entity On Biodiversity In Such Areas Along With Prevention And Remediation Activities Explanatory Text Block,58.8265,Details Of Significant Direct And Indirect Impact Of The Entity On Biodiversity In Such Areas Along With Prevention And Remediation Activities Explanatory Text Block,58.8265,Remarks For Assurance Of Details Of Significant Direct And Indirect Impact Of The Entity On Biodiversity In Such Areas Along With Prevention And Remediation Activities,57.8359,Assurance Sub Type For Details Of Significant Direct And Indirect Impact Of The Entity On Biodiversity In Such Areas Along With Prevention And Remediation Activities,57.4518,Ambiguous,Details Of Significant Direct And Indirect Impact Of The Entity On Biodiversity In Such Areas Along With Prevention And Remediation Activities Explanatory Text Block
Q116,Does the company have an Environment or a Biodiversity policy,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,22.3129,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,22.3129,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,18.6227,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.224,High Confidence,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016
Q117,Does the company’s policy on Biodiversity extend to its value chain partners (Y/N),Do The Enlisted Policies Extend To Your Value Chain Partners - Principle7 Member,28.9489,Do The Enlisted Policies Extend To Your Value Chain Partners - Principle7 Member,28.9489,Remarks For Assurance Of Whether The Enlisted Policies Extend To Your Value Chain Partners,25.873,Assurer Has Assured Whether The Enlisted Policies Extend To Your Value Chain Partners,25.1441,High Confidence,Do The Enlisted Policies Extend To Your Value Chain Partners - Principle7 Member
Q118,Does the company take initiatives with regards to its Biodiversity conservation/land rehabilitation and biodiversity restoration,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,15.4837,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,16.3792,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,15.4837,Remarks For Assurance Of Details Of Complaints With Regard To Conflict Of Interest,14.789,Ambiguous,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year
Q119,Are there any goals/targets/commitments set towards carbon neutrality/ Net Zero,Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Explanatory Text Block - Principle6 Member,24.2931,Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Explanatory Text Block - Principle6 Member,24.2931,Remarks For Assurance Of Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,22.2776,Assurance Sub Type For Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,22.2776,High Confidence,Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Explanatory Text Block - Principle6 Member
Q120,Does the organisation report on CDP Disclosure as per Climate Change Module,Type Of Assurance For Section AGeneral Disclosures,14.3782,Type Of Assurance For Section AGeneral Disclosures,14.3782,Type Of Assurance For Governance Leadership And Oversight,12.5718,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,12.2453,High Confidence,Type Of Assurance For Section AGeneral Disclosures
Q121,"Does the company perform climate related scenario analysis (based on TCFD framework); Based on the climate risk assessment, has the company set up a plan to adapt to the identified physical climate risks",Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,23.6786,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,25.6315,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,24.988,Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,23.6786,Ambiguous,Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy
Q122,Presence of ISO 14001:2015 certifications,Assurance Sub Type For Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,5.8079,Remarks For Assurance Of Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,6.4158,Assurance Sub Type For Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,5.8079,Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer,5.677,Low Confidence,Assurance Sub Type For Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle
Q123,Does the entity implement carbon pricing mechanism/model?,Number Of Days Of Accounts Payable - Previous Year,13.2632,Number Of Days Of Accounts Payable,14.3232,Number Of Days Of Accounts Payable - Previous Year,13.2632,Remarks For Assurance Of Number Of Days Of Accounts Payables,12.6881,Low Confidence,Number Of Days Of Accounts Payable - Previous Year
Q124,Does the company have a policy on environmental management and is it available publicly,Whether Information Available In Public Domain - Public Policy1,22.8163,Whether Information Available In Public Domain - Public Policy22,22.8163,Whether Information Available In Public Domain - Public Policy27,22.8163,Whether Information Available In Public Domain - Public Policy34,22.8163,Ambiguous,Whether Information Available In Public Domain - Public Policy1
Q125,"Is the entity compliant with the appliacble environmental law/regulations/guidelines for India; such as the Water (Prevention and Control of Pollution) Act, AIr (Prevention and Control of Pollution) Act, Environmental protection act and rules thereunder (Y/N). If not, provide details of all such non compliances",Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7,41.0119,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7,41.0119,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines6,37.0774,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines12,37.0774,High Confidence,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7
Q126,Does the company have a strategy for climate change adaptation and mitigation,Remarks For Assurance Of Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,15.8428,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,18.0883,Remarks For Assurance Of Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,15.8428,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.7974,High Confidence,Remarks For Assurance Of Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard
Q127,Discussion of the integration of environmental considerations into strategic planning for data centre needs,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,16.5034,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,16.7004,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,16.5034,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,15.3514,Ambiguous,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers
Q128,"Are there any social or environmental concerns and/or risks arising from production or disposal of products, as identified in the Life Cycle Perspective/Assessments",Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,25.4521,Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,25.4521,Assurance Sub Type For Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,25.0679,Whether Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same Is Assured By Assurer,24.518,Ambiguous,Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same
Q129,"Has the company taken initiatives to use reusable, recyclable or compostable packagin",Assurance Sub Type For Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,10.3517,Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services Explanatory Text Block,10.6288,Assurance Sub Type For Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,10.3517,Remarks For Assurance Of Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services,10.3517,Low Confidence,Assurance Sub Type For Steps Taken To Inform And Educate Consumers About Safe And Responsible Usage Of Products And Or Services
Q130,What are the intiatives taken to reduce plastic packaging,Amount Of Recycled - Plastics Including Packaging Member,15.4957,Amount Of Recycled - Plastics Including Packaging Member,15.4957,Amount Of Safely Disposed - Plastics Including Packaging Member,14.8844,Amount Of Re Used - Plastics Including Packaging Member,14.8844,Ambiguous,Amount Of Recycled - Plastics Including Packaging Member
Q131,Turnover of products and/or services as a percentage of turover from all products/service that carry information about the recycling and/or safe disposal,Assurance Sub Type For Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,44.4692,Remarks For Assurance Of Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,44.8522,Assurance Sub Type For Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,44.4692,Whether Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover Is Assured By Assurer,43.6791,Ambiguous,Assurance Sub Type For Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover
Q132,Does your company have a publicly available no deforestation policy or commitment that applies to your company’s operational practices,Whether Information Available In Public Domain - Public Policy2,16.8742,Percentage Of Health And Safety Practices Of Your Plants And Offices That Were Assessed P3,17.2935,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,17.0674,Whether Information Available In Public Domain - Public Policy34,16.8742,Ambiguous,Whether Information Available In Public Domain - Public Policy2
Q133,Does the company owns/lease/manages forest land for its operations,Remarks For Assurance Of Whether The Entity Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services,9.8964,Does The Entity Have Procedures In Place For Sustainable Sourcing,11.7241,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,11.519,What Percentage Of Total Procurement By Value Does It Constitute,10.3577,Low Confidence,Remarks For Assurance Of Whether The Entity Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services
