District,State,Population_Weight,Urban_Rate,Informality_Rate
North Twenty Four Parganas,WEST BENGAL,0.008266705088663975,0.577027707632365,0.7642691722731878
Hugli,WEST BENGAL,0.00455805617091666,0.39508413829435657,0.8293028107772628
Bankura,WEST BENGAL,0.0029703590176513766,0.09167339116401049,0.9422183083585689
Puruliya,WEST BENGAL,0.0024198727805204373,0.13211019169549806,0.9253736439443063
Haora,WEST BENGAL,0.004005458202778647,0.6426516803097811,0.7302893711109073
Kolkata,WEST BENGAL,0.0037136519941809677,1.0,0.6331660485370934
South Twenty Four Parganas,WEST BENGAL,0.006740659414244617,0.28044263179331375,0.8523000283154233
Paschim Medinipur,WEST BENGAL,0.004883703756705127,0.12843374432966245,0.9380209197194381
Purba Medinipur,WEST BENGAL,0.004208493252119655,0.1251780983242075,0.9146338597940973
Garhwa,JHARKHAND,0.0010924380087839372,0.06567323627299249,0.98
Chatra,JHARKHAND,0.0008612806816748955,0.06741468756670471,0.98
Kodarma,JHARKHAND,0.0005915316149375665,0.22953427732118692,0.9686158274872267
Giridih,JHARKHAND,0.002019625839965474,0.09387526278906798,0.98
Deoghar,JHARKHAND,0.001232247484910821,0.1999844580522831,0.98
Godda,JHARKHAND,0.0010848128181745087,0.05333698592610348,0.98
Sahibganj,JHARKHAND,0.0009502104065762121,0.1438467698367389,0.98
Pakur,JHARKHAND,0.0007436249733480676,0.07637619431334178,0.98
Dhanbad,JHARKHAND,0.0022170177692551205,0.6104236705062638,0.8254238626608703
Bokaro,JHARKHAND,0.0017032014891738764,0.5079997798586378,0.8754176462507282
Lohardaga,JHARKHAND,0.00038137515125397217,0.1320817337016971,0.98
Purbi Singhbhum,JHARKHAND,0.001894462213537237,0.5658126923592149,0.8637303634222833
Palamu,JHARKHAND,0.0016020655130858004,0.12840030987683376,0.98
Latehar,JHARKHAND,0.0006003840375675311,0.08807331447724186,0.98
Hazaribagh,JHARKHAND,0.001432454780255654,0.18013191948615317,0.98
Ramgarh,JHARKHAND,0.0007841095903593086,0.46930430479960417,0.894299331270756
Dumka,JHARKHAND,0.001091329700996885,0.07120050890273963,0.98
Jamtara,JHARKHAND,0.0006532921076641865,0.10832776784367797,0.98
Ranchi,JHARKHAND,0.0024067729458570825,0.424418111526686,0.9174637199488359
Khunti,JHARKHAND,0.00043926399949050215,0.09191049153029421,0.98
Gumla,JHARKHAND,0.0008466852096029333,0.07055699048370903,0.98
Simdega,JHARKHAND,0.0004951691254435006,0.07157254818621485,0.98
Pashchimi Singhbhum,JHARKHAND,0.0012407249658602179,0.15836172700112908,0.98
Saraikela-Kharsawan,JHARKHAND,0.000879590058455035,0.23955937792059143,0.9728631022673458
Bargarh,ORISSA,0.0012233133018703362,0.10326585483298145,0.98
Jharsuguda,ORISSA,0.0004785915828134718,0.41742575598523585,0.8853789907125477
Sambalpur,ORISSA,0.0008598048649718686,0.300473858539755,0.927801005612941
Debagarh,ORISSA,0.00025809862116956057,0.07442435043237004,0.98
Sundargarh,ORISSA,0.001728891601194616,0.37237526332309706,0.9157508908758346
Kendujhar,ORISSA,0.0014879841386653523,0.14568046554227945,0.98
Mayurbhanj,ORISSA,0.0020809577099339125,0.08556255465512368,0.98
Baleshwar,ORISSA,0.0019164384208497994,0.12059789875276845,0.98
Bhadrak,ORISSA,0.0012440275909275963,0.12670693706698807,0.98
Kendrapara,ORISSA,0.0011895404712863478,0.05360952713448931,0.98
Jagatsinghapur,ORISSA,0.0009389819768647654,0.1220388283455995,0.9754119043907589
Cuttack,ORISSA,0.0021674519656370047,0.2666946730153347,0.9193202848252543
Jajapur,ORISSA,0.0015090097779727754,0.08413365142782168,0.98
Dhenkanal,ORISSA,0.0009850981518491127,0.10494396499124498,0.9768634248589513
Anugul,ORISSA,0.0010520012918111827,0.17891781459621262,0.9605831467973874
Nayagarh,ORISSA,0.0007951315543876234,0.09255932356225766,0.98
Khordha,ORISSA,0.0018595728165388711,0.5181936581732438,0.8391100303463331
Puri,ORISSA,0.0014029177996268004,0.15226981342150545,0.967867092013001
Ganjam,ORISSA,0.0029144951848350045,0.21658390733055347,0.9599348972174712
Gajapati,ORISSA,0.000477197526520965,0.1316052413714351,0.98
Kandhamal,ORISSA,0.000605448227843391,0.10080474200917941,0.98
Baudh,ORISSA,0.00036433925480739056,0.04767531206054192,0.98
Subarnapur,ORISSA,0.000503927399721957,0.08565802937437339,0.98
Balangir,ORISSA,0.0013618451683499997,0.11539217978261919,0.98
Nuapada,ORISSA,0.00050409174640573,0.05675498620455513,0.98
Kalahandi,ORISSA,0.001302277341178241,0.07763952557665721,0.98
Rayagada,ORISSA,0.0007993616233036303,0.1717164314530201,0.98
Nabarangapur,ORISSA,0.00100833379982878,0.07904068080716911,0.98
Koraput,ORISSA,0.0011393990413436604,0.17025479866471938,0.98
Malkangiri,ORISSA,0.0005064124206841328,0.08621130723970324,0.98
Koriya,CHHATTISGARH,0.0005441749941289624,0.32906422927621615,0.9530123769759586
Surguja,CHHATTISGARH,0.0019489419004138924,0.11030988738292682,0.98
Jashpur,CHHATTISGARH,0.000703361687549144,0.09153150287996042,0.98
Raigarh,CHHATTISGARH,0.0012338257085926815,0.15831662374440506,0.98
Korba,CHHATTISGARH,0.0009965190075772385,0.3789384133015485,0.9327180715234175
Janjgir - Champa,CHHATTISGARH,0.001337655648914263,0.13882429277655392,0.98
Bilaspur,CHHATTISGARH,0.0021997919243800573,0.255045364228537,0.9701121234338711
Kabeerdham,CHHATTISGARH,0.0006792935699350889,0.11302260167914423,0.98
Rajnandgaon,CHHATTISGARH,0.0012694608596385197,0.19615924866455456,0.98
Durg,CHHATTISGARH,0.0027615792671429056,0.3959979121116771,0.9281057111863845
Raipur,CHHATTISGARH,0.0033562004345628585,0.3696780533458119,0.9303511699669547
Mahasamund,CHHATTISGARH,0.0008529130404689248,0.11518931502703121,0.98
Dhamtari,CHHATTISGARH,0.0006605093220837462,0.19855473890754985,0.98
Uttar Bastar Kanker,CHHATTISGARH,0.0006185224607620373,0.12819151951110172,0.98
Bastar,CHHATTISGARH,0.0011671083877454302,0.14783514983073853,0.98
Narayanpur,CHHATTISGARH,0.00011547212726202471,0.18670494032331167,0.98
Dakshin Bastar Dantewada,CHHATTISGARH,0.00044071173686062323,0.2270890612191601,0.98
Bijapur,CHHATTISGARH,0.00021078494522304796,0.1360141117637992,0.98
Sheopur,MADHYA PRADESH,0.0005680787650592445,0.14942046883674556,0.98
Morena,MADHYA PRADESH,0.0016236213562675062,0.22983892364913433,0.9480265021932626
Bhind,MADHYA PRADESH,0.0014064483628083563,0.24578971957418883,0.9604100018882837
Gwalior,MADHYA PRADESH,0.001678182803554682,0.6117709466567167,0.8108779636619692
Datia,MADHYA PRADESH,0.0006497508082671076,0.21290237130495354,0.9710171094978833
Shivpuri,MADHYA PRADESH,0.0014254803694794575,0.15360385441928315,0.98
Tikamgarh,MADHYA PRADESH,0.0011935087417161436,0.15723566027488825,0.98
Chhatarpur,MADHYA PRADESH,0.0014554798332385265,0.20183599232985855,0.963446091557798
Panna,MADHYA PRADESH,0.0008395059848690699,0.11137569525444496,0.98
Sagar,MADHYA PRADESH,0.001964279823082397,0.26959269605727176,0.9218150088261388
Damoh,MADHYA PRADESH,0.0010440713578534517,0.17981568041178586,0.9510049022750946
Satna,MADHYA PRADESH,0.001840794349726656,0.19821563739140702,0.9519312748637412
Rewa,MADHYA PRADESH,0.001953252903877687,0.152796172050731,0.974978325094101
Umaria,MADHYA PRADESH,0.0005324816036991027,0.17829900158271156,0.9700533906351959
Neemuch,MADHYA PRADESH,0.0006822179498709696,0.28060628331482224,0.9528853879981387
Mandsaur,MADHYA PRADESH,0.0011069954911702032,0.21303814703256022,0.9785800897084804
Ratlam,MADHYA PRADESH,0.0012016872603563655,0.28660191993409423,0.9545329258050709
Ujjain,MADHYA PRADESH,0.0016408769322009402,0.38550288181199677,0.9146106651440156
Shajapur,MADHYA PRADESH,0.001249266864102752,0.19140059181393038,0.98
Dewas,MADHYA PRADESH,0.0012914139427945713,0.2686478249190844,0.9599923810599491
Dhar,MADHYA PRADESH,0.0018051649797199455,0.20042969719533382,0.98
Indore,MADHYA PRADESH,0.0027061019380853566,0.7458246545175932,0.7638923670672193
Khargone (West Nimar),MADHYA PRADESH,0.001546878887710101,0.16650621627553713,0.98
Barwani,MADHYA PRADESH,0.0011445474696182383,0.16343769839943864,0.98
Rajgarh,MADHYA PRADESH,0.0012766301740195927,0.17381141450324483,0.98
Vidisha,MADHYA PRADESH,0.001204830493916366,0.2227098714430314,0.9596882428981045
Bhopal,MADHYA PRADESH,0.0019581709164498895,0.8303271354137679,0.7350988035361704
Sehore,MADHYA PRADESH,0.0010829802287710298,0.17964671299905657,0.9702376940346815
Raisen,MADHYA PRADESH,0.0010997163370457038,0.22854783198705608,0.9559857128211862
Betul,MADHYA PRADESH,0.0013010327660403216,0.2156749432557316,0.9723350360000519
Harda,MADHYA PRADESH,0.0004711257837114213,0.2202906771629577,0.962513630831874
Hoshangabad,MADHYA PRADESH,0.0010251847030232754,0.33528009232837447,0.9177790516687372
Katni,MADHYA PRADESH,0.0010670493366605701,0.20880666760259117,0.9420592572780858
Jabalpur,MADHYA PRADESH,0.0020343385845454556,0.5641789420274312,0.824831013500594
Narsimhapur,MADHYA PRADESH,0.0009017215279613125,0.18701316095559675,0.9781925944432895
Dindori,MADHYA PRADESH,0.0005818401157713538,0.04290699971465572,0.98
Mandla,MADHYA PRADESH,0.0008712067258571461,0.11755834059041056,0.98
Chhindwara,MADHYA PRADESH,0.001726814556422309,0.25418092803604697,0.9565105341709915
Seoni,MADHYA PRADESH,0.001138972896173676,0.12426454636461771,0.98
Balaghat,MADHYA PRADESH,0.0014053689602169426,0.15034606375048581,0.98
Guna,MADHYA PRADESH,0.0010253242738250726,0.2536787273970921,0.9605815082625921
Ashoknagar,MADHYA PRADESH,0.0006979126452399262,0.17962087829699963,0.975882212515815
Shahdol,MADHYA PRADESH,0.0008804217022266904,0.19848339280812516,0.9642160942009561
Anuppur,MADHYA PRADESH,0.0006187669161308655,0.2904247687915537,0.9438166772584266
Sidhi,MADHYA PRADESH,0.000930774553028905,0.09360383430430998,0.98
Singrauli,MADHYA PRADESH,0.0009730917594436249,0.20392586791960324,0.9698654564229471
Jhabua,MADHYA PRADESH,0.0008465489422520662,0.10480803077275407,0.98
Alirajpur,MADHYA PRADESH,0.0006020531061499696,0.09740380527210885,0.98
Khandwa (East Nimar),MADHYA PRADESH,0.0010819305572379871,0.19272960423959548,0.98
Burhanpur,MADHYA PRADESH,0.000625877594257929,0.3514929545962872,0.926203012606367
Kachchh,GUJARAT,0.0017280112315217414,0.33949748063981605,0.7567813965994313
Banas Kantha,GUJARAT,0.0025771096120291207,0.17088350242540074,0.8481516672868243
Patan,GUJARAT,0.0011097398330303927,0.25400976894031246,0.8302904528950656
Mahesana,GUJARAT,0.0016806835159087759,0.27849935505189144,0.8008752265188805
Sabar Kantha,GUJARAT,0.0020056811477267436,0.18257396703093612,0.8426385307463903
Gandhinagar,GUJARAT,0.001149396935583641,0.45154157568931214,0.7469864420101218
Ahmadabad,GUJARAT,0.005957959571569734,0.8393629079503236,0.6138523982939562
Surendranagar,GUJARAT,0.00145043628953098,0.3192381911234164,0.812232804069719
Rajkot,GUJARAT,0.0031420426659401674,0.6109469384575523,0.7040273730670846
Jamnagar,GUJARAT,0.001783961779925029,0.4628739411286891,0.7545438278414763
Porbandar,GUJARAT,0.00048350051089561655,0.4769627176257817,0.7538127997518401
Junagadh,GUJARAT,0.002265409196067582,0.3701430202782645,0.800791433872316
Amreli,GUJARAT,0.0012505130909661365,0.27147113533497597,0.8302468669785569
Bhavnagar,GUJARAT,0.0023787861095771836,0.47955520732397316,0.752438561188356
Anand,GUJARAT,0.0017283201041837068,0.33587357935133694,0.8008992761325167
Kheda,GUJARAT,0.001899389310599497,0.2581033590235778,0.8266649608031584
Panch Mahals,GUJARAT,0.0019744528002216735,0.18364661091153822,0.8650339011957665
Dohad,GUJARAT,0.001756681056281441,0.14025614601704098,0.8875356248807695
Vadodara,GUJARAT,0.0034402352710484834,0.5586561057701998,0.7424909306015535
Narmada,GUJARAT,0.0004875042934229109,0.13873005381339287,0.892442086050361
Bharuch,GUJARAT,0.0012809287895423995,0.376183619781077,0.780546821243777
The Dangs,GUJARAT,0.00018853702907148392,0.1260693079271361,0.9024449662218061
Navsari,GUJARAT,0.001098126551285588,0.34563100626655846,0.7888152147518519
Valsad,GUJARAT,0.001408655893892403,0.47348567690829085,0.7442624943501261
Surat,GUJARAT,0.005022337204300891,0.8053307703077841,0.6230267255542866
Tapi,GUJARAT,0.0006664893941299792,0.11999231082571662,0.8859085686309055
Diu,DAMAN AND DIU,4.300597593364808e-05,0.48074270557029175,0.6335276493621321
Daman,DAMAN AND DIU,0.0001578826561655203,0.8592270572180251,0.5525631896879233
Dadra AND Nagar Haveli,DADRA AND NAGAR HAVELI,0.0002838564539343674,0.5567230173832308,0.6671470070374126
Nandurbar,MAHARASHTRA,0.0013612654127117653,0.17671575163205042,0.8487464130301325
Dhule,MAHARASHTRA,0.0016937304953572488,0.27612662871839483,0.8075974900235925
Jalgaon,MAHARASHTRA,0.0034933308119854223,0.3193441888615715,0.7979591902448635
Buldana,MAHARASHTRA,0.0021358940989016557,0.2098169164176481,0.8401620290304217
Akola,MAHARASHTRA,0.0014980373657084121,0.388860352811685,0.7771490520250608
Washim,MAHARASHTRA,0.0009886898288728758,0.1690242590208133,0.853201002963893
Amravati,MAHARASHTRA,0.0023854590804560072,0.34905188567627893,0.7904016388282229
Wardha,MAHARASHTRA,0.0010742607700410022,0.30927904009220386,0.7946568885544298
Nagpur,MAHARASHTRA,0.003843210036208985,0.6707007060715426,0.6533121214906621
Bhandara,MAHARASHTRA,0.0009913111171859189,0.20362327379649736,0.8250239996132572
Gondiya,MAHARASHTRA,0.0010922092448070269,0.17286004424149126,0.8260680991137527
Gadchiroli,MAHARASHTRA,0.0008861028119637485,0.11260428001450852,0.8594582723302918
Chandrapur,MAHARASHTRA,0.0018204550023499634,0.3408008412996327,0.7831910676450113
Yavatmal,MAHARASHTRA,0.0022895788947977377,0.21160534848872117,0.8359713774205796
Nanded,MAHARASHTRA,0.0027759657959435385,0.280598820468259,0.8084922819345699
Hingoli,MAHARASHTRA,0.0009723253588278392,0.14738948338250654,0.8550023574425678
Parbhani,MAHARASHTRA,0.0015163550011158768,0.3130776918773801,0.8063485438951205
Jalna,MAHARASHTRA,0.0016179030827074843,0.19506393811029574,0.8356547012004175
Aurangabad,MAHARASHTRA,0.0030567508663756353,0.43645085647287596,0.7534844692155198
Nashik,MAHARASHTRA,0.005043698143877721,0.4579401677240295,0.7512792482255811
Thane,MAHARASHTRA,0.00913416404944091,0.8026632940416252,0.593652732955815
Mumbai Suburban,MAHARASHTRA,0.007727566205477966,1.0,0.521970966160565
Mumbai,MAHARASHTRA,0.0025481259594310607,1.0,0.5218368166827053
Raigarh,MAHARASHTRA,0.002175487610024499,0.39327318910396775,0.7155612994523243
Pune,MAHARASHTRA,0.007787396656998668,0.6382518059977216,0.6566120862781372
Ahmadnagar,MAHARASHTRA,0.003752025706047868,0.21309516972897166,0.8199978698775923
Bid,MAHARASHTRA,0.00213489563085803,0.1939058449320112,0.8373014339885537
Latur,MAHARASHTRA,0.002026829014718581,0.26811376427517625,0.8093495919828939
Osmanabad,MAHARASHTRA,0.001368930244732355,0.17490730128766938,0.8392693886718072
Solapur,MAHARASHTRA,0.0035658737685479243,0.32545572640761233,0.7808662028994409
Satara,MAHARASHTRA,0.0024806777500655224,0.2060020236378119,0.8091540667019474
Ratnagiri,MAHARASHTRA,0.0013338252975607994,0.15769470190596252,0.8145064665502826
Sindhudurg,MAHARASHTRA,0.0007016950965549031,0.13199603328286919,0.8126336813720455
Kolhapur,MAHARASHTRA,0.003201044777140145,0.3246107482824761,0.7638654826603211
Sangli,MAHARASHTRA,0.002330702729563955,0.2656766701067036,0.7938080387270001
Adilabad,ANDHRA PRADESH,0.002263887131051533,0.2693460060607988,0.8843577622159533
Nizamabad,ANDHRA PRADESH,0.0021070524946935902,0.2153733593595984,0.8821258394374701
Karimnagar,ANDHRA PRADESH,0.003118679835099691,0.24718865851984073,0.8796232284147041
Medak,ANDHRA PRADESH,0.0025050795162235187,0.24771394392826548,0.8886430491303685
Hyderabad,ANDHRA PRADESH,0.0032566435080193753,1.0,0.6172648565729638
Rangareddy,ANDHRA PRADESH,0.004374380995751566,0.7232486316083422,0.7218106544116207
Mahbubnagar,ANDHRA PRADESH,0.003347244779091328,0.15945505759815448,0.9221882470257432
Nalgonda,ANDHRA PRADESH,0.0028812773340072748,0.1915083074911464,0.9081580934643273
Warangal,ANDHRA PRADESH,0.0029009056135712607,0.2753128739898394,0.8909248317994977
Khammam,ANDHRA PRADESH,0.002310243632091046,0.23128557071069633,0.909766110368556
Srikakulam,ANDHRA PRADESH,0.002232401114373914,0.1658666099313414,0.9110835260972604
Vizianagaram,ANDHRA PRADESH,0.0019362137039801754,0.20954378437227322,0.9010038948360506
Visakhapatnam,ANDHRA PRADESH,0.0035434375556933437,0.47884712978670957,0.8095925522433789
East Godavari,ANDHRA PRADESH,0.004256740978816656,0.25305245039826485,0.8818965203006295
West Godavari,ANDHRA PRADESH,0.0032513934986286965,0.1978077902053793,0.9077182077041225
Krishna,ANDHRA PRADESH,0.0037307506561952215,0.3840878825523222,0.8461360371711568
Guntur,ANDHRA PRADESH,0.004036662600264474,0.32414165598013883,0.8736803670703653
Prakasam,ANDHRA PRADESH,0.0028058256889008106,0.19684987242259155,0.9081426316050978
Sri Potti Sriramulu Nellore,ANDHRA PRADESH,0.002447491282021629,0.27726522868592246,0.8748570806091776
Y.S.R.,ANDHRA PRADESH,0.0023805237247664216,0.33198317371588737,0.8626672275292786
Kurnool,ANDHRA PRADESH,0.0033476040293799773,0.2814192797260814,0.8865868833035858
Anantapur,ANDHRA PRADESH,0.003370468039130007,0.2743678220033622,0.8821092061592918
Chittoor,ANDHRA PRADESH,0.0034472039007855523,0.3036345647955701,0.8716133480480358
Belgaum,KARNATAKA,0.003947343894016137,0.27005667279516293,0.8353060127150866
Bagalkot,KARNATAKA,0.001560675750519709,0.33803247482457194,0.8144943727975688
Bijapur,KARNATAKA,0.0017981765292772959,0.2484236667993706,0.8426430544903655
Bidar,KARNATAKA,0.001406691992314452,0.2626302314055105,0.827425050205132
Raichur,KARNATAKA,0.0015929339488522415,0.2750960846597989,0.8441917530230885
Koppal,KARNATAKA,0.0011478831291949177,0.19156283596278975,0.8549958208422515
Gadag,KARNATAKA,0.0008791886891670264,0.3832764785664379,0.8155764793541898
Dharwad,KARNATAKA,0.0015253874618215324,0.5866169603232431,0.7374537133832619
Uttara Kannada,KARNATAKA,0.0011869043174441195,0.2959422231208613,0.7757194475612068
Haveri,KARNATAKA,0.0013194544601520847,0.2381445193488795,0.8532673986562971
Bellary,KARNATAKA,0.002025506808483804,0.4039840893051902,0.7981366396276806
Chitradurga,KARNATAKA,0.0013704828666695071,0.21827302234502,0.8519024376061151
Davanagere,KARNATAKA,0.0016067134685444663,0.33166381189807254,0.8140316771186985
Shimoga,KARNATAKA,0.001447533382026145,0.36394119536695146,0.8027531791726211
Udupi,KARNATAKA,0.0009723385726315597,0.2998840132956571,0.7493306377051419
Chikmagalur,KARNATAKA,0.0009397995809699678,0.20581205118926882,0.8185212090164775
Tumkur,KARNATAKA,0.0022124697431870903,0.23004868339170698,0.8406943616617415
Bangalore,KARNATAKA,0.007946080400014741,0.908023354019021,0.5875093544667032
Mandya,KARNATAKA,0.0014913173206538342,0.1839491945609299,0.8620980299161929
Hassan,KARNATAKA,0.0014670799011796108,0.21125916363133385,0.8512048617556829
Dakshina Kannada,KARNATAKA,0.0017257632331638012,0.48804690815818125,0.6750362377349001
Kodagu,KARNATAKA,0.0004579565765785344,0.14927643749941308,0.756191360859251
Mysore,KARNATAKA,0.002478518944882695,0.41302218718715455,0.7778832865275442
Chamarajanagar,KARNATAKA,0.0008430332445996957,0.17881705639614856,0.8601771151556572
Gulbarga,KARNATAKA,0.0021194330029169132,0.3321677913757673,0.810484313205618
Yadgir,KARNATAKA,0.000969786656788049,0.20992034069088766,0.8618869844165243
Kolar,KARNATAKA,0.0012688563281183095,0.31624613439026483,0.8038144279239173
Chikkaballapura,KARNATAKA,0.0010365436190464617,0.22956441511147127,0.8451216320751301
Bangalore Rural,KARNATAKA,0.0008183663765045581,0.29225453498416354,0.7936917963828812
Ramanagara,KARNATAKA,0.0008941087252928721,0.24115366247470038,0.8286512847443954
North Goa,GOA,0.0006755623221095287,0.6436083657090828,0.4892983355257575
South Goa,GOA,0.0005289956371051031,0.6476243871598812,0.4933862968939182
Lakshadweep,LAKSHADWEEP,5.324584795425918e-05,0.7510121457489879,0.49979757085020243
Kasaragod,KERALA,0.0010797122899384177,0.3977070643003315,0.5974591357384158
Kannur,KERALA,0.0020836541517556153,0.648945132203755,0.5492207246137122
Wayanad,KERALA,0.0006750767148228024,0.042465861835762696,0.7323033237204982
Kozhikode,KERALA,0.0025488543703611503,0.6730473293912369,0.5345144154217998
Malappuram,KERALA,0.003396707349867878,0.4516229391882841,0.5926136740991971
Palakkad,KERALA,0.0023206197714625244,0.25543053488546313,0.6598832504302793
Thrissur,KERALA,0.002577682760765495,0.6798568640331905,0.5351519544454968
Ernakulam,KERALA,0.002710801922896172,0.685284044910534,0.532443680475152
Idukki,KERALA,0.000915860297942187,0.05048820050771883,0.7354223719829782
Kottayam,KERALA,0.0016307080843753264,0.28930298262506987,0.6228686742042567
Alappuzha,KERALA,0.001757261637782408,0.5419453904159572,0.5657119771444054
Pathanamthitta,KERALA,0.0009888979462814728,0.12234159546569665,0.6748547357396738
Kollam,KERALA,0.0021764579987352192,0.4339011814555792,0.5958693073069216
Thiruvananthapuram,KERALA,0.002726525523460767,0.5216107540990337,0.5673244116900884
Thiruvallur,TAMIL NADU,0.0030789021565874935,0.6540775553338163,0.6539202394335443
Chennai,TAMIL NADU,0.0038375627868439607,1.0,0.5430955864671543
Kancheepuram,TAMIL NADU,0.00330200732205439,0.6384033344760297,0.6555567537500987
Vellore,TAMIL NADU,0.0032508690757935416,0.4269060773480663,0.7217534473848912
Tiruvannamalai,TAMIL NADU,0.0020356484028392443,0.20708062796850865,0.8306657980731085
Viluppuram,TAMIL NADU,0.002856554307246325,0.164653876610904,0.8481946854883056
Salem,TAMIL NADU,0.002875700282974515,0.5105634885914665,0.7218479671539738
Namakkal,TAMIL NADU,0.0014259354198450803,0.40977459186210324,0.7498238279607067
Erode,TAMIL NADU,0.0018596314527928805,0.5125117935151076,0.7292177252928539
The Nilgiris,TAMIL NADU,0.0006073344983244843,0.5754491584786354,0.679054190431631
Dindigul,TAMIL NADU,0.0017836776831450395,0.3780071810769373,0.7790185039739977
Karur,TAMIL NADU,0.0008791250977366219,0.4179772446189749,0.7619484698831949
Tiruchirappalli,TAMIL NADU,0.0022482378581328653,0.4830500829596438,0.7339106596306418
Perambalur,TAMIL NADU,0.000466796611267511,0.1759300500551455,0.8620122310491392
Ariyalur,TAMIL NADU,0.0006234388216087748,0.11924790681028957,0.8685184820864249
Cuddalore,TAMIL NADU,0.0021521272567722204,0.3439421056727103,0.7916653006146972
Nagapattinam,TAMIL NADU,0.0013349658139944203,0.22931200988913356,0.8169181585628924
Thiruvarur,TAMIL NADU,0.0010441192578919383,0.21276939773971715,0.832615549222365
Thanjavur,TAMIL NADU,0.001986934889561097,0.36409901084723084,0.7791370309005615
Pudukkottai,TAMIL NADU,0.0013365308238725603,0.2068277834111533,0.8337069725388597
Sivaganga,TAMIL NADU,0.001105913610990592,0.316506674152386,0.7865283734274066
Madurai,TAMIL NADU,0.0025091790988277865,0.5865983268691591,0.691414426246623
Theni,TAMIL NADU,0.001028941552593544,0.5389249993302859,0.7517224049496929
Virudhunagar,TAMIL NADU,0.001604063275035785,0.5048725780020797,0.6949856510245033
Ramanathapuram,TAMIL NADU,0.0011177597860259694,0.30380908783694716,0.7879126426524863
Thoothukkudi,TAMIL NADU,0.001445405133764421,0.4721887618003609,0.7121738410872841
Tirunelveli,TAMIL NADU,0.002541372054004449,0.4853207622665115,0.7119221151194846
Kanniyakumari,TAMIL NADU,0.001544672182488787,0.8256758315901418,0.6009020309392625
Dharmapuri,TAMIL NADU,0.0012444454774702552,0.18672298668240675,0.8274402050384804
Krishnagiri,TAMIL NADU,0.0015524641973701859,0.2455506941812795,0.8046692976733895
Coimbatore,TAMIL NADU,0.0028558704929037924,0.7565338635881794,0.6282663004033182
Tiruppur,TAMIL NADU,0.00204735665879829,0.6012036991511976,0.6801239758363905
Yanam,PONDICHERRY,4.593944035958651e-05,1.0,0.6631384248210024
PONDICHERRY,PONDICHERRY,0.000784808270231027,0.700051883437501,0.7152094564088356
Mahe,PONDICHERRY,3.453427602337881e-05,1.0,0.6221182850364344
Karaikal,PONDICHERRY,0.00016535588803216357,0.48627637632873233,0.7679827153932482
Nicobars,ANDAMAN AND NICOBAR ISLANDS,3.042643479178597e-05,0.0,0.7065868613138686
North  AND Middle Andaman,ANDAMAN AND NICOBAR ISLANDS,8.720862696672881e-05,0.02722408859027,0.760093428478063
South Andaman,ANDAMAN AND NICOBAR ISLANDS,0.00019667260284961442,0.591953888603096,0.5984261507423729
